-0.51209,0.5943,-0.62014
0.46398,-0.66305,0.58744
-0.52202,0.56905,-0.63535
-0.60505,0.59927,-0.5242
-0.46904,0.58048,-0.66562
0.71165,-0.53949,0.45001
-0.57684,0.547,-0.60667
-0.53637,0.60695,-0.58645
0.38262,-0.67581,0.62999
-0.40455,0.67094,-0.62144
0.44703,-0.52135,0.72688
0.52665,-0.63036,0.57034
0.59254,-0.65379,0.47059
-0.54959,0.65682,-0.51628
-0.61575,0.54391,-0.5701
0.50119,-0.53683,0.6787
-0.64391,0.57514,-0.50457
-0.47958,0.68431,-0.54929
0.54901,-0.64266,0.5344
-0.65613,0.46785,-0.59213
0.58854,-0.54901,0.59347
0.46826,-0.60382,0.64509
0.4767,-0.6644,0.57561
0.72644,-0.5516,0.40991
0.64639,-0.50886,0.56854
-0.55844,0.68231,-0.4718
0.65819,-0.47605,0.58324
-0.53985,0.58414,-0.60608
0.46758,-0.71965,0.51329
0.6649,-0.43596,0.60651
0.53992,-0.61583,0.57379
-0.56013,0.57182,-0.5994
0.71619,-0.49001,0.49696
-0.56829,0.686,-0.45436
-0.65719,0.59621,-0.46112
-0.55813,0.49943,-0.66262
0.52997,-0.66477,0.52651
-0.56693,0.54785,-0.61518
-0.60442,0.61365,-0.50804
0.49633,-0.49807,0.71104
0.6419,-0.43819,0.62925
-0.51905,0.70113,-0.48888
-0.49227,0.67054,-0.55502
0.69244,-0.54391,0.47401
-0.5035,0.71041,-0.49174
-0.46606,0.6285,-0.62272
0.4764,-0.56147,0.67661
0.48246,-0.7045,0.52049
-0.64705,0.64054,-0.41356
0.6733,-0.52,0.52561
-0.47042,0.61999,-0.62795
0.47911,-0.74463,0.46474
0.57905,-0.54455,0.60677
0.56394,-0.56169,0.60537
-0.58481,0.64873,-0.48697
0.54323,-0.59078,0.59655
0.5603,-0.64454,0.52022
0.66037,-0.5213,0.54052
-0.59192,0.48823,-0.64129
-0.5313,0.69105,-0.49007
-0.64641,0.25895,-0.71771
0.56163,-0.67129,0.48366
0.54549,-0.5486,0.63362
0.63362,-0.56944,0.5237
0.61903,-0.60089,0.5057
-0.48579,0.71406,-0.50411
-0.57798,0.51891,-0.62982
-0.57314,0.48523,-0.66035
-0.36547,0.75385,-0.54603
-0.66583,0.66097,-0.34611
-0.56584,0.53954,-0.62347
0.53943,-0.52239,0.6604
0.54197,-0.64142,0.543
0.49598,-0.66001,0.56427
0.50639,-0.71337,0.48444
-0.71258,0.54453,-0.44239
-0.5605,0.50655,-0.65517
-0.49441,0.65038,-0.57668
0.53118,-0.46899,0.70562
-0.58246,0.60143,-0.54683
-0.72767,0.54373,-0.41816
-0.51434,0.57127,-0.63962
0.55452,-0.41851,0.71928
-0.54141,0.56684,-0.62093
-0.48313,0.63573,-0.60202
0.49447,-0.56535,0.66021
0.51001,-0.54772,0.66324
-0.66098,0.55951,-0.50005
-0.60716,0.62847,-0.48619
0.39662,-0.69426,0.60058
-0.56563,0.5247,-0.6362
0.6204,-0.47171,0.62657
-0.59242,0.41345,-0.69144
-0.69549,0.53435,-0.48037
0.52367,-0.61727,0.58715
-0.60635,0.52114,-0.60062
0.49253,-0.64275,0.58675
0.62831,-0.50446,0.59224
-0.37394,0.59691,-0.70984
-0.4777,0.63446,-0.60767
-0.64121,0.47345,-0.6039
-0.72415,0.49703,-0.47808
0.37837,-0.56602,0.73243
0.57492,-0.48907,0.65596
0.42119,-0.74204,0.52151
-0.66323,0.52329,-0.53506
-0.41521,0.63726,-0.64923
-0.63886,0.53474,-0.55308
-0.52015,0.67246,-0.52654
-0.64499,0.5539,-0.52648
-0.53671,0.65084,-0.53698
-0.51041,0.54154,-0.66799
0.56703,-0.48701,0.66431
-0.56562,0.6324,-0.5293
-0.64697,0.49625,-0.57893
-0.56845,0.67637,-0.46839
-0.54426,0.587,-0.59934
-0.59342,0.67756,-0.43447
0.6022,-0.74704,0.28158
0.49633,-0.55796,0.66508
-0.58728,0.5672,-0.57739
-0.63244,0.53573,-0.55947
0.49714,-0.48224,0.72132
0.71297,-0.43273,0.55174
0.59752,-0.59683,0.53551
-0.45049,0.63304,-0.62954
-0.55534,0.63751,-0.53402
0.51771,-0.62034,0.58921
-0.52852,0.67011,-0.52117
0.593,-0.51994,0.61483
0.56152,-0.5205,0.64325
0.39232,-0.73989,0.54648
0.54881,-0.55109,0.62858
-0.55938,0.5853,-0.58696
-0.62203,0.59678,-0.50688
0.4236,-0.63469,0.64632
0.55279,-0.61135,0.56628
-0.55963,0.51445,-0.64973
0.35134,-0.53546,0.76801
-0.6068,0.67316,-0.42267
-0.69251,0.55917,-0.45581
0.67786,-0.61252,0.4066
-0.55787,0.54061,-0.6297
0.4032,-0.65735,0.63665
-0.53704,0.63446,-0.55593
-0.64599,0.61719,-0.44919
-0.55368,0.60846,-0.56853
0.56327,-0.54747,0.61887
0.75088,-0.52689,0.3982
0.55509,-0.61826,0.55644
0.59219,-0.64153,0.48758
0.50781,-0.6262,0.59161
-0.38014,0.65375,-0.65429
0.63061,-0.60933,0.48067
0.47171,-0.7153,0.51559
0.59374,-0.64742,0.47783
0.65248,-0.53908,0.5326
-0.59132,0.62943,-0.50415
-0.67384,0.58321,-0.45366
-0.58069,0.57404,-0.5773
0.48865,-0.54314,0.6828
-0.5059,0.5682,-0.64901
-0.48228,0.65607,-0.58049
0.67278,-0.4271,0.60411
-0.56784,0.60785,-0.55505
0.65749,-0.54473,0.52056
-0.32405,0.66426,-0.67361
0.67563,-0.64268,0.36122
0.52959,-0.43304,0.72939
-0.55537,0.63497,-0.53701
-0.60663,0.67863,-0.41408
0.6043,-0.58789,0.53778
-0.61878,0.49392,-0.61087
0.72815,-0.33476,0.59811
-0.69556,0.48629,-0.52888
0.50116,-0.64543,0.57642
-0.52093,0.55513,-0.64843
0.54958,-0.70666,0.44564
0.54795,-0.5307,0.64661
-0.68076,0.49751,-0.53764
-0.512,0.5592,-0.65204
0.55913,-0.46296,0.68778
-0.70542,0.47018,-0.53039
-0.68838,0.47682,-0.5466
-0.58282,0.63401,-0.50828
0.69056,-0.60027,0.40349
0.67616,-0.59089,0.44006
-0.66439,0.50505,-0.55092
-0.66428,0.55764,-0.49777
0.63116,-0.45728,0.62653
-0.53229,0.62238,-0.57386
-0.65417,0.60966,-0.44764
0.551,-0.6897,0.4698
0.58818,-0.64294,0.49059
0.51563,-0.65898,0.54761
0.58984,-0.59327,0.54783
-0.6175,0.6586,-0.43004
-0.65197,0.49804,-0.57174
-0.41605,0.75556,-0.506
0.53696,-0.53642,0.6511
-0.55504,0.51744,-0.6513
-0.58231,0.61176,-0.53542
-0.58054,0.50059,-0.64217
-0.60445,0.51539,-0.60746
0.56397,-0.65318,0.50526
-0.61787,0.49627,-0.60987
-0.48831,0.76118,-0.4268
0.61156,-0.63166,0.47644
-0.54534,0.71024,-0.44516
0.58043,-0.52071,0.62608
-0.71401,0.41798,-0.56168
-0.36213,0.77526,-0.51753
0.82536,-0.2431,0.5096
-0.48014,0.60124,-0.63874
0.65121,-0.58377,0.48491
-0.50035,0.54959,-0.66903
-0.65071,0.59749,-0.46859
-0.6065,0.58546,-0.53796
0.65848,-0.56646,0.49551
0.46452,-0.45808,0.75788
0.61355,-0.43569,0.65858
-0.5354,0.65814,-0.52934
-0.67791,0.46675,-0.56797
0.6034,-0.49532,0.62496
0.6174,-0.4386,0.65303
0.51729,-0.6004,0.60987
-0.64163,0.48853,-0.59131
0.48964,-0.71742,0.49554
0.55517,-0.48167,0.67807
0.59595,-0.62644,0.50242
-0.46004,0.66173,-0.59202
-0.63111,0.52962,-0.56676
0.64416,-0.51284,0.56749
0.5654,-0.58214,0.58433
-0.60185,0.57053,-0.55881
0.55468,-0.66128,0.50502
0.51953,-0.54778,0.65576
0.62439,-0.4479,0.63993
0.59814,-0.63596,0.48764
-0.70446,0.62927,-0.32825
0.47809,-0.48437,0.73267
0.54308,-0.36914,0.75419
-0.58011,0.41662,-0.69993
0.61593,-0.54868,0.56531
-0.62185,0.53927,-0.56788
-0.4523,0.60197,-0.65807
-0.50652,0.75449,-0.41736
0.66011,-0.49448,0.56545
0.49799,-0.56976,0.65374
-0.52324,0.66172,-0.53697
0.64958,-0.53857,0.53665
-0.55355,0.51158,-0.65717
0.64801,-0.5802,0.49341
0.55769,-0.55717,0.61526
-0.60737,0.55026,-0.57298
-0.58624,0.47854,-0.6537
-0.67029,0.61178,-0.42005
-0.63484,0.53223,-0.5601
-0.34638,0.79266,-0.50171
0.63133,-0.63769,0.44133
0.55725,-0.56941,0.60435
0.55383,-0.72725,0.40544
0.6837,-0.56356,0.46363
-0.51101,0.6026,-0.61298
-0.50844,0.64797,-0.56713
-0.45643,0.67454,-0.58023
0.51251,-0.56623,0.64554
0.56057,-0.53742,0.63004
-0.57554,0.48372,-0.65937
-0.52563,0.64495,-0.55476
-0.57506,0.67279,-0.46547
-0.56412,0.60452,-0.56243
0.561,-0.55286,0.61614
0.6649,-0.46788,0.58224
0.623,-0.55622,0.54999
-0.72424,0.47111,-0.50352
-0.57826,0.68979,-0.43567
